30.12250,62.30856,"N","[22187]"
30.12403,62.31275,"S","[22188]"
30.13711,62.80653,"O","[22189]"
30.16158,62.80989,"W","[22190]"
24.94342,60.17053,"W","[22297]"
27.24244,61.51517,"S","[23240]"
27.26042,61.58044,"N","[23267]"
27.25364,61.64047,"N","[23268]"
27.26211,61.65350,"S","[23269]"
27.22167,61.69772,"S","[23270]"
27.15194,61.74797,"N","[23271]"
27.14725,61.75219,"S","[23272]"
27.12639,61.76703,"N","[23273]"
27.03900,61.83903,"S","[23274]"
26.96153,63.61439,"O","[23275]"
27.06233,63.66825,"W","[23278]"
27.04925,63.67261,"SO","[23279]"
27.15425,63.60289,"N","[23280]"
25.64133,64.63681,"N","[23281]"
27.15442,63.60750,"S","[23282]"
26.93058,63.80817,"SO","[23283]"
26.94369,63.80303,"N","[23284]"
26.98742,63.74322,"S","[23285]"
26.98939,63.73408,"N","[23286]"
27.91600,61.89953,"O","[23287]"
29.86886,62.71528,"W","[23288]"
25.48214,60.32797,"N","[24041]"
24.32817,60.35492,"S","[24619]"
24.32947,60.39483,"N","[24620]"
24.30731,60.46908,"N","[24621]"
24.29150,60.48397,"[24622]","[24622]"
25.03611,60.40258,"[24623]","[24623]"
25.06750,60.39478,"O","[24624]"
25.09689,60.39558,"O","[24625]"
25.10133,60.39525,"W","[24626]"
25.14717,60.38542,"W","[24627]"
25.16167,60.38356,"O","[24628]"
25.25911,60.36467,"O","[24629]"
25.26200,60.36464,"W","[24630]"
25.32536,60.36919,"O","[24631]"
25.33733,60.37089,"W","[24632]"
24.06344,60.60700,"bs","[24633]"
24.11006,60.59053,"W","[24635]"
24.13678,60.57842,"SO","[24636]"
24.17286,60.56814,"NW","[24637]"
24.21889,60.54436,"SO","[24638]"
24.22422,60.54211,"NW","[24639]"
21.80286,61.52478,"N","[24640]"
22.43258,62.61958,"S","[24641]"
22.43322,62.61917,"N","[24642]"
22.43519,62.65578,"S","[24643]"
22.43547,62.65514,"N","[24644]"
22.45089,62.69106,"N","[24645]"
22.48108,62.68244,"N","[24646]"
22.48189,62.68308,"S","[24647]"
22.53006,62.59272,"W","[24648]"
22.60658,62.73486,"S","[24649]"
22.68536,62.52692,"S","[24650]"
22.69200,62.52394,"N","[24651]"
22.72547,62.50856,"SO","[24652]"
22.72614,62.50822,"NW","[24653]"
22.79314,62.40067,"S","[24656-]"
22.82078,62.36036,"S","[24657]"
22.82131,62.36000,"N","[24658]"
22.91200,62.27775,"S","[24659]"
22.91250,62.27711,"N","[24660]"
25.46856,60.34167,"O","[24661]"
29.86669,62.74222,"N","[24662]"
22.30756,60.30928,"SW","[24755]"
22.24194,60.24814,"NO","[24759]"
22.29278,60.30347,"NO","[24760]"
27.22753,61.68561,"NO","[25774]"
27.05817,61.82728,"NO","[26725]"
27.36417,61.40006,"N","[26726]"
27.29214,61.43508,"S","[26727]"
27.26756,61.45114,"N","[26728]"
22.36222,61.23358,"NW","[27519]"
22.57756,61.17819,"[27520]","[27520]"
27.26075,61.58689,"S","[27521]"
24.96114,60.24444,"[27867]","[27867]"
21.77014,61.47856,"W","[29067]"
21.80297,61.52647,"S","[29253]"
21.80225,60.64767,"E","[29525]"
25.45592,66.43231,"O","[29698]"
27.61208,61.81119,"Rtg. Juva","[37024]"
21.81083,61.48019,"W","[37214]"
25.72003,60.99547,"W","[38053]"
25.52961,61.17364,"S","[43168]"
23.24733,60.93228,"[43190]","[43190]"
23.19750,60.91828,"[43191]","[43191]"
22.91156,60.79636,"[43192]","[43192]"
21.86203,60.64761,"NW","[43322]"
22.55144,60.64097,"[43323]","[43323]"
22.56789,60.64975,"[43324]","[43324]"
